label;prolific_id;response_lower;entrained;condition;gender_participant;age;sim;stimuli_order;set;order;f;experiment;group;gender_partner;randomBlock
explosive;94404a4c1d0a402f33775cd7e045316683781589;bomb;0;H;male;NA;NA;12;2;1;0;experiment 2;prime;female;7
explosive;886add3ad5c2b195b36945d76bb5353812f5d2cd;bomb;0;H;male;NA;NA;11;2;1;0;experiment 2;prime;female;7
explosive;92cb1b73658862bc6742f65ca7d1c695593d9611;bomb;0;H;male;NA;NA;9;2;1;0;experiment 2;prime;female;7
explosive;d06f5f05db669964ca1e3f4d6cc9b7fd3f8d92c2;bomb;0;H;male;NA;NA;13;2;1;0;experiment 2;prime;female;7
explosive;8544c68091f33ef4a58dbde2ea4fe72ee247d96a;bomb;0;H;male;NA;NA;7;2;1;0;experiment 2;prime;female;7
explosive;a37a2e80ea5abd9fb99353424ee343f148272e56;grenade;0;H;male;NA;NA;15;2;1;0;experiment 2;prime;female;7
explosive;204d6e90d5a254ebf040cea466c3cd48dfd1ffcb;bomb;0;H;male;NA;NA;12;2;1;0;experiment 2;prime;female;7
explosive;4c6156301960855f177e804c8f8934430465705a;bomb;0;H;male;NA;NA;8;2;1;0;experiment 2;prime;female;7
explosive;39b4c27d54a6b8099781714f343fafd2af90bf26;bomb;0;H;male;NA;NA;9;2;1;0;experiment 2;prime;female;7
explosive;8961e1455afdc00041d527e480f4cf5e87ea3704;bomb;0;H;female;NA;NA;16;2;1;0;experiment 2;prime;female;7
explosive;3d2ba26ca238961716343ace747e9db2e9909d75;bomb;0;H;female;NA;NA;2;2;1;0;experiment 2;prime;female;7
explosive;902894bebcf63ab30f2b362cf961b682a2b84010;bomb;0;H;female;NA;NA;12;2;1;0;experiment 2;prime;female;7
explosive;3ba2434adc9aa5203fc47ef3e2e72372199f74f3;bomb;0;H;female;NA;NA;14;2;1;0;experiment 2;prime;female;7
explosive;07331ad73161bc985c924a3a05c15e2b0528fdb8;bomb;0;H;female;NA;NA;1;2;1;0;experiment 2;prime;female;7
explosive;3549822e6b63635ce72bea1b2e70bc4657191633;bomb;0;H;female;NA;NA;9;2;1;0;experiment 2;prime;female;7
explosive;bfe7d15dcada4ee8c5924cd1177e3370c827572c;bomb;0;H;female;NA;NA;13;2;1;0;experiment 2;prime;female;7
explosive;deff752ccc0c3a77a17c3a8d28f185eb3b3fedd1;bomb;0;H;female;NA;NA;2;2;1;0;experiment 2;prime;female;7
explosive;194cb09a813e32a203344fefef2328889a80e563;bomb;0;H;female;NA;NA;6;2;1;0;experiment 2;prime;female;7
explosive;c21269cf5f90ba9c271fda363e9cc33c4cc3e637;bomb;0;H;female;NA;NA;15;2;1;0;experiment 2;prime;female;7
explosive;aef1c5fdccdc7d5cf7afcd97a73f64543a11cc24;bomb;0;H;female;NA;NA;13;2;1;0;experiment 2;prime;female;7
explosive;b6d26863d8e995fb5c3160af29fdcf0278365ec3;bomb;0;H;female;NA;NA;11;2;1;0;experiment 2;prime;female;7
explosive;5ab92185ecbb221f10f28cd0f551ff9f009409b1;bomb;0;H;female;NA;NA;14;2;1;0;experiment 2;prime;female;7
explosive;b61534022fb4e46a77ecd9bd788c475a8118b0d2;canonball;0;H;female;NA;NA;3;2;1;0;experiment 2;prime;female;7
explosive;9dd29b533cf6a5752e4087071cbea83d765fbb1a;bomb;0;H;female;NA;NA;15;2;1;0;experiment 2;prime;female;7
explosive;6215cc71bb31fb084d0fa7a96729edaaa48c41a8;bomb;0;H;female;NA;NA;15;2;1;0;experiment 2;no prime;female;7
explosive;7402deb6a51d32265ff0bc6b5b3f39808a09503c;explosive;1;L;male;NA;NA;3;2;1;0;experiment 2;prime;female;7
explosive;8ac66550861568ca4340fff25024d0960802621a;bomb;0;H;male;NA;NA;15;2;1;0;experiment 2;no prime;female;7
explosive;9b30b7af2b904d7bfe49b57a2b87d69edf361cb0;bomb;0;L;male;NA;NA;9;2;1;0;experiment 2;prime;female;7
explosive;5ed7607034465e89bb90aa11a8cef9df5a8a4e1d;explosive;1;L;male;NA;NA;9;2;1;0;experiment 2;no prime;female;7
explosive;87232d571d44c0fdd8dbcc8a7f1d3e3bf91c0a14;bomb;0;L;male;NA;NA;16;2;1;0;experiment 2;no prime;female;7
explosive;db9d4461e1e1df20fb79fd7cebbb8c1a51496bfe;bomb;0;L;male;NA;NA;4;2;1;0;experiment 2;no prime;female;7
explosive;cb3ba1bfdc89ef45dfe2a7afe9afcb9d49797dc9;bomb;0;L;male;NA;NA;6;2;1;0;experiment 2;no prime;female;7
explosive;a37af0489e9fc004147a8874a78f1adab5951ea3;bomb;0;L;male;NA;NA;12;2;1;0;experiment 2;no prime;female;7
explosive;9fee1dfccde92b5ee317148bd528607fc8a7cde4;bomb;0;L;male;NA;NA;7;2;1;0;experiment 2;no prime;female;7
explosive;dea34bdd6c6c9166cd5637cdaef61987f8be83e8;bomb;0;L;male;NA;NA;10;2;1;0;experiment 2;no prime;female;7
explosive;fbb8bf2c2d6e90b0e95b4e82d3ae6032b1df74e2;bomb;0;L;male;NA;NA;11;2;1;0;experiment 2;no prime;female;7
explosive;c49428a32939d2661a045169f0bc893c8eb2605c;bomb;0;L;male;NA;NA;6;2;1;0;experiment 2;no prime;female;7
explosive;feb45d8cfa753e5d1a59787552262a3bc3ac10c8;explosive;1;L;male;NA;NA;5;2;1;0;experiment 2;no prime;female;7
explosive;3b7da44211c92c1e6184467370df4c64bad6192d;bomb;0;L;male;NA;NA;6;2;1;0;experiment 2;no prime;female;7
explosive;c00836a520ee978a3775e11811fed0ef63d7c287;bomb;0;L;male;NA;NA;6;2;1;0;experiment 2;no prime;female;7
explosive;a4544f9f418adcbe828ec9ad86389e1816cf784d;bomb;0;L;female;NA;NA;4;2;1;0;experiment 2;no prime;female;7
explosive;b4ac1d3acd6ec2e77c9607dc9063b7b72dcfbdf5;bomb;0;L;female;NA;NA;15;2;1;0;experiment 2;no prime;female;7
explosive;4bf8199052e3e7f98bd8ae60840c800fcacf707e;explosive;1;L;female;NA;NA;9;2;1;0;experiment 2;no prime;female;7
explosive;e2e8319129b02f65328c8783ef5ec27e46e1928a;bomb;0;L;female;NA;NA;3;2;1;0;experiment 2;no prime;female;7
explosive;298aa27c546e195990b45c9f99bdbdef9be80459;bomb;0;L;female;NA;NA;13;2;1;0;experiment 2;no prime;female;7
explosive;d3f87700338921eff0e738ca3e3e7e17e0bb8129;bomb;0;L;female;NA;NA;9;2;1;0;experiment 2;no prime;female;7
explosive;36bdf192940db96cd2c0d4739b2ab59ed8939586;explosive;1;L;female;NA;NA;1;2;1;0;experiment 2;no prime;female;7
explosive;687bb5359084827c70a34fb89462322c2b58dfb9;explosive;1;L;female;NA;NA;11;2;1;0;experiment 2;no prime;female;7
explosive;937733f2b4d2d0a12e03cbc70e89a59536b1b062;explosive;1;L;female;NA;NA;5;2;1;0;experiment 2;no prime;female;7
explosive;4a9c11ce061b3ad462bf4fac8a45432df9699d42;bomb;0;L;female;NA;NA;4;2;1;0;experiment 2;no prime;female;7
explosive;dbcacfcc391131b0cfe80d1fbaab07aed7769be1;explosive;1;L;female;NA;NA;16;2;1;0;experiment 2;no prime;female;7
explosive;b67eedca1bc39c545d99c817d15c547059e7bfd9;bomb;0;L;female;NA;NA;13;2;1;0;experiment 2;no prime;female;7
explosive;ce70eaf8bf6929c79ee6044a5500cc84b96e70d1;bomob;0;L;male;NA;NA;7;2;1;0;experiment 2;prime;female;7
explosive;d6ce5714ae85624beda60dce9adec544e6ae51a5;bomb;0;L;male;NA;NA;11;2;1;0;experiment 2;no prime;female;7
explosive;a42e0fe93cba1faf5d2bb0b44ebaa37f6e5aa52a;bomb;0;L;male;NA;NA;14;2;1;0;experiment 2;no prime;female;7
explosive;127c90f6f717e72abe3683743de17ab46912900c;bomb;0;L;female;NA;NA;13;2;1;0;experiment 2;no prime;female;7
explosive;7fe7a4452d05fb290a2e0bb9942ed209714bc812;bomb;0;L;male;NA;NA;14;2;1;0;experiment 2;prime;female;7
explosive;5160ef28b50123cb9377a056516ba62c8c2862f7;explosive;1;L;male;NA;NA;10;2;1;0;experiment 2;no prime;female;7
explosive;f61a2f70f6d6b5ef67d1e92feea2c52821670590;bomb;0;L;male;NA;NA;8;2;1;0;experiment 2;prime;female;7
explosive;be03c0acbb768a8fd0d8782590646431b3da50f5;bomb;0;L;male;NA;NA;10;2;1;0;experiment 2;prime;female;7
explosive;7fa0ed0d7136512c2e8514e56efd412dd1df8138;bomb;0;L;male;NA;NA;9;2;1;0;experiment 2;prime;female;7
explosive;e10b8c58806d550de38938cdfed55600029016a1;bomb;0;L;male;NA;NA;11;2;1;0;experiment 2;prime;female;7
explosive;35a7ce8ebcbc31ecc86b63782d399e7fe54f41ae;bomb;0;L;male;NA;NA;16;2;1;0;experiment 2;prime;female;7
explosive;4c6cf7fb034269e070b0b98c24f57e1b6132a3d4;bomb;0;L;male;NA;NA;4;2;1;0;experiment 2;prime;female;7
explosive;0d3c242af842231c9041fece8ff0b78d033cd074;bomb;0;L;male;NA;NA;16;2;1;0;experiment 2;prime;female;7
explosive;637d83a81dadb6862bfa1795c4412567e71f2014;bomb;0;L;male;NA;NA;13;2;1;0;experiment 2;prime;female;7
explosive;829970505e1316dafac3a1a349b29ad2053ec927;boom;0;L;male;NA;NA;15;2;1;0;experiment 2;prime;female;7
explosive;3685703dfc0841e05da097711603484c07547055;bomb;0;L;male;NA;NA;7;2;1;0;experiment 2;prime;female;7
explosive;4a52691ac87c0448ce1416d3eba22a9314832a89;bomb;0;L;female;NA;NA;10;2;1;0;experiment 2;prime;female;7
explosive;4b74fc084183177f87f1886b48851b2e45b27ffe;bomb;0;L;male;NA;NA;4;2;1;0;experiment 2;prime;female;7
explosive;a53225fcb5c16b72908219229506ef0ae3279b39;bomb;0;L;female;NA;NA;16;2;1;0;experiment 2;prime;female;7
explosive;cf67cbb46e3c64d017f7551895f801675e827669;bomb;0;L;female;NA;NA;7;2;1;0;experiment 2;prime;female;7
explosive;2eab828d6e250bac21af9c2610171b3dd548fc39;bomb;0;L;female;NA;NA;4;2;1;0;experiment 2;prime;female;7
explosive;cedc5b7f84e8a7e358ba598386aaa72d9304a0ec;bomb;0;L;female;NA;NA;2;2;1;0;experiment 2;prime;female;7
explosive;086dad04600bf6ff9b5281e4da2d434428c9e1f1;bomb;0;L;female;NA;NA;14;2;1;0;experiment 2;prime;female;7
explosive;052f9ecdc7832318d13949b7ec84ec30a9358c94;bomb;0;L;female;NA;NA;1;2;1;0;experiment 2;prime;female;7
explosive;844266b78936556396bf2ec5286a18de976373b1;bomb;0;L;female;NA;NA;6;2;1;0;experiment 2;prime;female;7
explosive;7858c612ae46c87b28abb73919157d0bac366388;bomb;0;L;female;NA;NA;10;2;1;0;experiment 2;prime;female;7
explosive;c3d94786402207a745363125b6c0725b9586b602;bomb;0;L;female;NA;NA;2;2;1;0;experiment 2;prime;female;7
explosive;604b4b9831f051e69d500dc48c9845632c7d0074;bomb;0;L;female;NA;NA;15;2;1;0;experiment 2;prime;female;7
explosive;1f273dc7966d71fb553ea110e30c7c10088867c6;bomb;0;L;female;NA;NA;12;2;1;0;experiment 2;prime;female;7
explosive;68ee23383333669eeef7030147ca153706886988;bomb;0;L;female;NA;NA;10;2;1;0;experiment 2;prime;female;7
explosive;54bd1e03dbc0abc795c7c0c1e6f723c85e2c6c8d;bomb;0;L;female;NA;NA;10;2;1;0;experiment 2;prime;female;7
eyeball;5ab92185ecbb221f10f28cd0f551ff9f009409b1;eye;0;L;female;NA;NA;7;1;2;0;experiment 2;prime;female;2
eyeball;9dd29b533cf6a5752e4087071cbea83d765fbb1a;eye;0;L;female;NA;NA;16;1;2;0;experiment 2;prime;female;2
eyeball;b61534022fb4e46a77ecd9bd788c475a8118b0d2;eye;0;L;female;NA;NA;6;1;2;0;experiment 2;prime;female;2
eyeball;b6d26863d8e995fb5c3160af29fdcf0278365ec3;eye;0;L;female;NA;NA;7;1;2;0;experiment 2;prime;female;2
eyeball;3549822e6b63635ce72bea1b2e70bc4657191633;eye;0;L;female;NA;NA;2;1;2;0;experiment 2;prime;female;2
eyeball;c21269cf5f90ba9c271fda363e9cc33c4cc3e637;eye;0;L;female;NA;NA;1;1;2;0;experiment 2;prime;female;2
eyeball;deff752ccc0c3a77a17c3a8d28f185eb3b3fedd1;eye;0;L;female;NA;NA;5;1;2;0;experiment 2;prime;female;2
eyeball;194cb09a813e32a203344fefef2328889a80e563;eye;0;L;female;NA;NA;6;1;2;0;experiment 2;prime;female;2
eyeball;bfe7d15dcada4ee8c5924cd1177e3370c827572c;eye;0;L;female;NA;NA;16;1;2;0;experiment 2;prime;female;2
eyeball;7402deb6a51d32265ff0bc6b5b3f39808a09503c;eye;0;H;male;NA;NA;11;1;2;0;experiment 2;prime;female;2
eyeball;aef1c5fdccdc7d5cf7afcd97a73f64543a11cc24;eye;0;L;female;NA;NA;15;1;2;0;experiment 2;prime;female;2
eyeball;ce70eaf8bf6929c79ee6044a5500cc84b96e70d1;eye;0;H;male;NA;NA;5;1;2;0;experiment 2;prime;female;2
eyeball;3685703dfc0841e05da097711603484c07547055;eye;0;H;male;NA;NA;16;1;2;0;experiment 2;prime;female;2
eyeball;7fe7a4452d05fb290a2e0bb9942ed209714bc812;eye;0;H;male;NA;NA;12;1;2;0;experiment 2;prime;female;2
eyeball;f61a2f70f6d6b5ef67d1e92feea2c52821670590;eye;0;H;male;NA;NA;7;1;2;0;experiment 2;prime;female;2
eyeball;be03c0acbb768a8fd0d8782590646431b3da50f5;eye;0;H;male;NA;NA;13;1;2;0;experiment 2;prime;female;2
eyeball;7fa0ed0d7136512c2e8514e56efd412dd1df8138;eye;0;H;male;NA;NA;6;1;2;0;experiment 2;prime;female;2
eyeball;e10b8c58806d550de38938cdfed55600029016a1;eye;0;H;male;NA;NA;7;1;2;0;experiment 2;prime;female;2
eyeball;35a7ce8ebcbc31ecc86b63782d399e7fe54f41ae;eye;0;H;male;NA;NA;3;1;2;0;experiment 2;prime;female;2
eyeball;4c6cf7fb034269e070b0b98c24f57e1b6132a3d4;eye;0;H;male;NA;NA;8;1;2;0;experiment 2;prime;female;2
eyeball;4b74fc084183177f87f1886b48851b2e45b27ffe;eye;0;H;male;NA;NA;4;1;2;0;experiment 2;prime;female;2
eyeball;0d3c242af842231c9041fece8ff0b78d033cd074;eye;0;H;male;NA;NA;8;1;2;0;experiment 2;prime;female;2
eyeball;637d83a81dadb6862bfa1795c4412567e71f2014;eye;0;H;male;NA;NA;2;1;2;0;experiment 2;prime;female;2
eyeball;829970505e1316dafac3a1a349b29ad2053ec927;eye;0;H;male;NA;NA;9;1;2;0;experiment 2;prime;female;2
eyeball;07331ad73161bc985c924a3a05c15e2b0528fdb8;eye;0;L;female;NA;NA;13;1;2;0;experiment 2;prime;female;2
eyeball;9b30b7af2b904d7bfe49b57a2b87d69edf361cb0;eye;0;H;male;NA;NA;14;1;2;0;experiment 2;prime;female;2
eyeball;3ba2434adc9aa5203fc47ef3e2e72372199f74f3;eye;0;L;female;NA;NA;2;1;2;0;experiment 2;prime;female;2
eyeball;92ca39a267b4487eb7a62a29675fb29883f9a3e1;eye;0;L;male;NA;NA;5;1;2;0;experiment 2;prime;female;2
eyeball;3d2ba26ca238961716343ace747e9db2e9909d75;eye;0;L;female;NA;NA;14;1;2;0;experiment 2;prime;female;2
eyeball;0ae0b90cf7e4ffc56e14a941da9d4672d8fc34c4;eyeball;1;H;female;NA;NA;1;1;1;0;experiment 2;no prime;male;2
eyeball;0933fb689d7274f46d67d294f44c0faefa0e03e3;eye;0;H;female;NA;NA;5;1;1;0;experiment 2;no prime;male;2
eyeball;e9a83ccb54248be5652d8c2511a4d0a03b6c2504;eye;0;H;female;NA;NA;13;1;1;0;experiment 2;no prime;male;2
eyeball;3fffb436f9b2bd7e29441bd64c54062b802d2e95;eye;0;H;female;NA;NA;9;1;1;0;experiment 2;no prime;male;2
eyeball;3d99fe14c505547bde8ccc213b41365591d2593f;eye;0;H;female;NA;NA;12;1;1;0;experiment 2;no prime;male;2
eyeball;4f8c2e0885fac4f0eae2ef3ee5c7b302e185c61b;eye;0;H;female;NA;NA;12;1;1;0;experiment 2;no prime;male;2
eyeball;ef7b3c6fa9adccf6ecd82b3e63f659249ae54f81;eye;0;H;female;NA;NA;16;1;1;0;experiment 2;no prime;male;2
eyeball;784e57f5496625fc83dcbed5b00c30aef688009a;eye;0;H;female;NA;NA;1;1;1;0;experiment 2;no prime;male;2
eyeball;3272f725d6feed0dac4e3df7de5e009164004a2d;eye;0;H;male;NA;NA;11;1;1;0;experiment 2;prime;female;2
eyeball;6152c53c75043635a285495393f6b7dce63b3645;eye;0;L;male;NA;NA;6;1;2;0;experiment 2;no prime;male;2
eyeball;229b2bdd8affa9eed847573e6313db32589899af;eye;0;L;male;NA;NA;7;1;2;0;experiment 2;prime;female;2
eyeball;5330df70bfa63be803d629b6a87f14ce4d482923;eye;0;L;male;NA;NA;16;1;2;0;experiment 2;prime;female;2
eyeball;6c1142f7d5afe7d2ba88116e21b2faebedaccf32;eyeball;1;L;male;NA;NA;16;1;2;0;experiment 2;prime;female;2
eyeball;a68c878593edf8353723468f1f93c1e32ee4309d;eye;0;L;male;NA;NA;16;1;2;0;experiment 2;prime;female;2
eyeball;0dd68016c9c7245359336960c07c875623cc2ccc;eyeball;1;L;male;NA;NA;14;1;2;0;experiment 2;prime;female;2
eyeball;94404a4c1d0a402f33775cd7e045316683781589;eye;0;L;male;NA;NA;9;1;2;0;experiment 2;prime;female;2
eyeball;886add3ad5c2b195b36945d76bb5353812f5d2cd;eye;0;L;male;NA;NA;13;1;2;0;experiment 2;prime;female;2
eyeball;92cb1b73658862bc6742f65ca7d1c695593d9611;eye;0;L;male;NA;NA;10;1;2;0;experiment 2;prime;female;2
eyeball;d06f5f05db669964ca1e3f4d6cc9b7fd3f8d92c2;eye;0;L;male;NA;NA;15;1;2;0;experiment 2;prime;female;2
eyeball;8544c68091f33ef4a58dbde2ea4fe72ee247d96a;eye;0;L;male;NA;NA;9;1;2;0;experiment 2;prime;female;2
eyeball;a37a2e80ea5abd9fb99353424ee343f148272e56;eye;0;L;male;NA;NA;6;1;2;0;experiment 2;prime;female;2
eyeball;204d6e90d5a254ebf040cea466c3cd48dfd1ffcb;eye;0;L;male;NA;NA;8;1;2;0;experiment 2;prime;female;2
eyeball;4c6156301960855f177e804c8f8934430465705a;eyeball;1;L;male;NA;NA;4;1;2;0;experiment 2;prime;female;2
eyeball;39b4c27d54a6b8099781714f343fafd2af90bf26;eye;0;L;male;NA;NA;4;1;2;0;experiment 2;prime;female;2
eyeball;8961e1455afdc00041d527e480f4cf5e87ea3704;eye;0;L;female;NA;NA;7;1;2;0;experiment 2;prime;female;2
eyeball;902894bebcf63ab30f2b362cf961b682a2b84010;eye;0;L;female;NA;NA;3;1;2;0;experiment 2;prime;female;2
eyeball;4a52691ac87c0448ce1416d3eba22a9314832a89;eye;0;H;female;NA;NA;14;1;2;0;experiment 2;prime;female;2
eyeball;cf67cbb46e3c64d017f7551895f801675e827669;eye;0;H;female;NA;NA;11;1;2;0;experiment 2;prime;female;2
eyeball;68ee23383333669eeef7030147ca153706886988;eye;0;H;female;NA;NA;16;1;2;0;experiment 2;prime;female;2
eyeball;d4a9f1076ca17a27bc9a7357b8cb79c66ceeca59;eye;0;L;female;NA;NA;7;1;2;0;experiment 2;no prime;female;2
eyeball;a76d7db4734d077584fc05f68f06691ff50ebc30;eye;0;L;female;NA;NA;9;1;2;0;experiment 2;no prime;female;2
eyeball;7eed20b5d2269d3a770f023553469490c1d0dbcc;eye;0;L;female;NA;NA;16;1;2;0;experiment 2;no prime;female;2
eyeball;1f5156a9dddd5845636a8888cc27f260b4117a05;eye;0;L;female;NA;NA;2;1;2;0;experiment 2;no prime;female;2
eyeball;713d04b264d879a2c29c8c594c188d47fffee74c;eye;0;L;female;NA;NA;10;1;2;0;experiment 2;no prime;female;2
eyeball;56df1861653f12932185d48c409e257abc7b94b5;eye;0;L;female;NA;NA;1;1;2;0;experiment 2;no prime;female;2
eyeball;0ebded7f19992e6441e54cf8ffac01eb09d118b8;eye;0;L;female;NA;NA;5;1;2;0;experiment 2;no prime;female;2
eyeball;2db0edcf82eb78759af09c5b3b5dd13b4f3ab602;eye;0;L;female;NA;NA;8;1;2;0;experiment 2;no prime;female;2
eyeball;b608b9d72a3619ec84489a85210ba720a327dbc0;eye;0;L;female;NA;NA;8;1;2;0;experiment 2;no prime;female;2
eyeball;35535e0e311cff02ac52d55cad4db35ec819fff6;eye;0;L;female;NA;NA;7;1;2;0;experiment 2;no prime;female;2
eyeball;6215cc71bb31fb084d0fa7a96729edaaa48c41a8;eye;0;L;female;NA;NA;7;1;2;0;experiment 2;no prime;female;2
eyeball;5160ef28b50123cb9377a056516ba62c8c2862f7;eyeball;1;H;male;NA;NA;16;1;2;0;experiment 2;no prime;female;2
eyeball;a42e0fe93cba1faf5d2bb0b44ebaa37f6e5aa52a;eye;0;H;male;NA;NA;5;1;2;0;experiment 2;no prime;female;2
eyeball;d6ce5714ae85624beda60dce9adec544e6ae51a5;eye;0;H;male;NA;NA;14;1;2;0;experiment 2;no prime;female;2
eyeball;5ed7607034465e89bb90aa11a8cef9df5a8a4e1d;eye;0;H;male;NA;NA;12;1;2;0;experiment 2;no prime;female;2
eyeball;87232d571d44c0fdd8dbcc8a7f1d3e3bf91c0a14;eye socket;0;H;male;NA;NA;16;1;2;0;experiment 2;no prime;female;2
eyeball;db9d4461e1e1df20fb79fd7cebbb8c1a51496bfe;eye;0;H;male;NA;NA;10;1;2;0;experiment 2;no prime;female;2
eyeball;cb3ba1bfdc89ef45dfe2a7afe9afcb9d49797dc9;eye;0;H;male;NA;NA;15;1;2;0;experiment 2;no prime;female;2
eyeball;a37af0489e9fc004147a8874a78f1adab5951ea3;eye;0;H;male;NA;NA;11;1;2;0;experiment 2;no prime;female;2
eyeball;9fee1dfccde92b5ee317148bd528607fc8a7cde4;eye;0;H;male;NA;NA;9;1;2;0;experiment 2;no prime;female;2
eyeball;dea34bdd6c6c9166cd5637cdaef61987f8be83e8;window to the soul;0;H;male;NA;NA;9;1;2;0;experiment 2;no prime;female;2
eyeball;fbb8bf2c2d6e90b0e95b4e82d3ae6032b1df74e2;eye;0;H;male;NA;NA;4;1;2;0;experiment 2;no prime;female;2
eyeball;c49428a32939d2661a045169f0bc893c8eb2605c;eye;0;H;male;NA;NA;7;1;2;0;experiment 2;no prime;female;2
eyeball;feb45d8cfa753e5d1a59787552262a3bc3ac10c8;eyeball;1;H;male;NA;NA;16;1;2;0;experiment 2;no prime;female;2
eyeball;05ada824f90034f7d9a4478b131d721cd5fa7975;eye;0;H;female;NA;NA;1;1;1;0;experiment 2;no prime;male;2
eyeball;c91d05343cc8b0bdcfc2297699aef9497d03cdc1;eye;0;L;female;NA;NA;5;1;2;0;experiment 2;no prime;female;2
eyeball;a53225fcb5c16b72908219229506ef0ae3279b39;eye;0;H;female;NA;NA;16;1;2;0;experiment 2;prime;female;2
eyeball;20e80842b22c702e196bdf0b4b3137c3d795626f;eye;0;L;female;NA;NA;9;1;2;0;experiment 2;no prime;female;2
eyeball;6e205f269be0b74b7822ff0db4d7287d7d8d1052;eye;0;L;male;NA;NA;4;1;2;0;experiment 2;no prime;female;2
eyeball;1f273dc7966d71fb553ea110e30c7c10088867c6;eye;0;H;female;NA;NA;12;1;2;0;experiment 2;prime;female;2
eyeball;604b4b9831f051e69d500dc48c9845632c7d0074;eye;0;H;female;NA;NA;8;1;2;0;experiment 2;prime;female;2
eyeball;c3d94786402207a745363125b6c0725b9586b602;eye;0;H;female;NA;NA;7;1;2;0;experiment 2;prime;female;2
eyeball;54bd1e03dbc0abc795c7c0c1e6f723c85e2c6c8d;eyeball;1;H;female;NA;NA;6;1;2;0;experiment 2;prime;female;2
eyeball;052f9ecdc7832318d13949b7ec84ec30a9358c94;eye;0;H;female;NA;NA;7;1;2;0;experiment 2;prime;female;2
eyeball;844266b78936556396bf2ec5286a18de976373b1;eye;0;H;female;NA;NA;15;1;2;0;experiment 2;prime;female;2
eyeball;086dad04600bf6ff9b5281e4da2d434428c9e1f1;eye;0;H;female;NA;NA;4;1;2;0;experiment 2;prime;female;2
eyeball;cedc5b7f84e8a7e358ba598386aaa72d9304a0ec;eye;0;H;female;NA;NA;8;1;2;0;experiment 2;prime;female;2
eyeball;2eab828d6e250bac21af9c2610171b3dd548fc39;eye;0;H;female;NA;NA;16;1;2;0;experiment 2;prime;female;2
eyeball;7858c612ae46c87b28abb73919157d0bac366388;eye;0;H;female;NA;NA;15;1;2;0;experiment 2;prime;female;2
eyeball;8ac66550861568ca4340fff25024d0960802621a;eyeball;1;L;male;NA;NA;13;1;2;0;experiment 2;no prime;female;2
eyeball;5a7b4fb0ed1953eb06c7a14f555dc97b4d16255c;eye;0;L;male;NA;NA;13;1;2;0;experiment 2;no prime;female;2
eyeball;8a13fddbd76e6888a9b9333f528f02562ecf6479;eye;0;L;male;NA;NA;16;1;2;0;experiment 2;no prime;female;2
eyeball;45ecbd3d3f45a9dbd45a316b1e5df50c513b104d;eye;0;L;male;NA;NA;12;1;2;0;experiment 2;no prime;female;2
eyeball;8f4a0a4308ab9dc133c99c8027180e90281f1724;eye;0;L;male;NA;NA;1;1;2;0;experiment 2;no prime;female;2
eyeball;08f977d8e84385bf86b9c325c7d7c25d79dad7f7;eye;0;L;male;NA;NA;2;1;2;0;experiment 2;no prime;female;2
eyeball;316579168a55030bb892766c33eda01d611726fe;eye;0;L;male;NA;NA;13;1;2;0;experiment 2;no prime;female;2
eyeball;6d56a1a96dc8874998ff269becc03a6712004fbf;eye;0;L;male;NA;NA;5;1;2;0;experiment 2;no prime;female;2
eyeball;f7aac908c0843b96bf9bc9e1b3372fa8c063e547;eye;0;L;male;NA;NA;4;1;2;0;experiment 2;no prime;female;2
eyeball;b6d69ee64a6af0f02fbb657624b82f2e6a167ae3;eyeball;1;L;male;NA;NA;1;1;2;0;experiment 2;no prime;female;2
eyeball;56ac82ea1cab6e339d78d4dbf0bc5e3a6857b7b8;eye;0;L;male;NA;NA;3;1;2;0;experiment 2;no prime;female;2
eyeball;f472e3bca81b9e49c1e6423b4c740b9c95789d23;eye;0;L;male;NA;NA;6;1;2;0;experiment 2;no prime;female;2
eyeball;642847ee9c23047a8590f2533f4ac7db9e5c4fe5;eye;0;L;male;NA;NA;14;1;2;0;experiment 2;no prime;female;2
eyeball;2b00f0837e463f3a3c4c2f8e203e04274c990868;eye;0;L;male;NA;NA;16;1;2;0;experiment 2;no prime;female;2
eyeball;6f68236c91e4b68c54df44c8c7954dabe6f66031;eye;0;L;male;NA;NA;15;1;2;0;experiment 2;no prime;female;2
eyeball;a62e46a79fbe16136a03fa55dd491761a22642aa;eye;0;L;female;NA;NA;14;1;2;0;experiment 2;no prime;female;2
eyeball;6953d435eed0eca95d7cd92fa37d526dc103446b;eye;0;H;female;NA;NA;7;1;1;0;experiment 2;no prime;male;2
eyeball;061c325e72e607378fffd2ed7e92583f2534cd0a;eye;0;L;male;NA;NA;14;1;1;0;experiment 2;no prime;female;2
eyeball;b208dcc561414fffc6b9120bb89e0585d149ef6a;eye;0;H;female;NA;NA;12;1;1;0;experiment 2;no prime;male;2
eyeball;8472b57a6175ed3b99b1b9efa71ef475b2e82fb9;eye;0;L;male;NA;NA;14;1;1;0;experiment 2;prime;female;2
eyeball;fc5683c76008b5d82400b396cd016ae90be5f302;eye;0;L;male;NA;NA;10;1;1;0;experiment 2;prime;female;2
eyeball;6412fbeb57e654ae11d8cc09a53a387dae197f6a;eye;0;L;male;NA;NA;16;1;1;0;experiment 2;prime;female;2
